Lemma_Sense_Id;Translation_Lemma;Translation_Sense;Translation_Gram_Info;Translation_Lex_Info
4378;starì ml denec;;pý¡d+m;null
4379;starì, zastaralì;;pý¡d;null
4380;starì, okoralì;chl‚b;pý¡d;null
4381;starì, starç¡;ŸlovØk;pý¡d;null
4382;starì, starobylì;;pý¡d;null
4383;archaickì, starì, starovØkì, starod vnì;;pý¡d;null
4384;starì pras k, starì chl¡pn¡k, starì kanec;pejorativnØ;;null
4385;je to poý d on;;;null
4385;je to poý d ten starì ...;;;null
4386;starì k moç;;;null
4387;starì chl pek;;;null
4388;starì mistr;obrazy;;null
4389;vlastn¡;;pý¡d;null
4389;-;;;null
4390;vlastn¡;typickì;3p pý¡d;null
4391;vlastn¡;;3p pý¡d;null
4391;neodmyslitelnì, inherent;;pý¡d;null
4392;pýirozenì;;pý¡d;null
4392;vlastn¡;nØkomu;pý¡d;null
4393;vidØt na vlastn¡ oŸi;;4p;null
4393;bìt svØdkem;;2p ned m;null
4394;oddØlenì, vlastn¡;;pý¡d;null
4394;sv…j;;z jm;null
4395;vlastn¡ kapit l;;pý¡d+m;null
4396;subjektivn¡, vlastn¡;z §itek;pý¡d;null
4397;vlastn¡ £sil¡;;pý¡d+s;null
4398;inherentn¡, vlastn¡, vnitýn¡;;pý¡d;null
4399;rotuj¡c¡;;pý¡d;null
4399;ot Ÿej¡c¡ se kolem vlastn¡ osy;;;null
4400;rotace;;§;null
4400;ot Ÿen¡ kolem vlastn¡ osy;;;null
4401;vidØt na vlastn¡ oŸi;;;null
4402;j¡t;k mluvŸ¡mu;ned;null
4402;pýij¡t;;dok;null
4403;pýij¡t;pØçky;dok;null
4403;pýijet;dopravn¡m prostýedkem;dok;null
4403;dorazit;do c¡le;dok;null
4404;st t se;;dok;null
4404;pýij¡t;;dok;null
4405;nakazit se;nemoc;7p dok;null
4405;pýij¡t k;hovorovØ: nemoc;7p dok;null
4406;pýij¡t na;myçlenku;4p dok;null
4407;pýij¡t draho;omyl apod.;4p dok+pý¡sl;null
4408;vydedukovat;;4p dok;null
4408;pýij¡t na;pomalìm studiem;4p dok;null
4409;pýij¡t znovu na mysl;;dok+pý¡sl+pýedl+§;null
4410;nastolit, nadhodit;t‚ma;4p dok;null
4410;pýij¡t s;t‚matem;7p dok;null
4411;pýij¡t s;teori¡, myçlenkou;7p dok;null
4411;navrhnout;;4p dok;null
4411;postulovat;form lnØ;4p ned;null
4412;snadno pýij¡t k;;3p pý¡sl+dok;null
4413;n sledovat po, pýij¡t po;;;null
4414;pýij¡t, dostavit se;objevit se;;null
4414;postoupit vpýed;pokrok;;null
4415;pýij¡t, stavit se;k nØkomu;;null
4415;pýij¡t do m¢dy, dostat se do m¢dy;bìt m¢dn¡;;null
4416;vyj¡t napr zdno, pýij¡t nazmar;nezdaýit se;;null
4417;pochopit;;4p;null
4417;pýij¡t na;;4p;null
4418;pýij¡t, uk zat se;;;null
4419;znovu pýij¡t na jeviçtØ;herci pýi potlesku;;null
4420;pýij¡t dom… k;;3p;null
4421;pr vØ;;pý¡sl;null
4422;pr vØ, zrovna;;pý¡sl;null
4422;-;;;null
4423;pr vØ, teÔ;;pý¡sl;null
4424;pr vØ, teÔ;;pý¡sl;null
4425;napravo;;pý¡sl;null
4425;po pravici;;pýedl+§;null
4425;na prav‚ stranØ;;pýedl+pý¡d+§;null
4426;teÔ, nyn¡;;pý¡sl;null
4426;souŸasnì, nynØjç¡;;pý¡d;null
4426;v souŸasnosti;;pýedl+§;null
4426;moment lnØ, pr vØ;;pý¡sl;null
4427;rozdØlanì, rozpracovanì;nedokonŸenì;pý¡d;null
4427;zrovna, pr vØ;teÔ;pý¡sl;null
4428;teÔ, pr vØ, zrovna;;pý¡sl;null
4429;pr vØ, ŸerstvØ, novØ, zrovna;;pý¡sl;null
4429;ned vno;;pý¡sl;null
4429;pýed ned vnem;;pýedl+s;null
4430;moment lnØ, pr vØ, teÔ, zrovna;;pý¡sl;null
4431;na prav‚ stranØ;lodi, letadla;pýedl+pý¡d+§;null
4431;na prav‚m boku;lodi, letadla;pýedl+pý¡d+m;null
4432;chystat se, hodlat;;;null
4432;pr vØ, zrovna;;;null
4433;pr vØ, zrovna, moment lnØ;;;null
4434;bìt to prav‚;;;null
4434;bìt prav‚ oýechov‚;;;null
4435;pr vØ tady;;;null
4436;pr vØ teÔ;;;null
4437;a to je pr vØ ten probl‚m s;;7p;null
4438;vŸera;;pý¡sl;null
4438;vŸerejçek;;m;null
4439;vŸera;;pý¡sl;null
4440;§ena;§ena;§;null
4441;§ena;dospØl  §ena;§;null
4441;§ensk ;hovorovØ;§;null
4442;man§elka;;§;null
4442;§ena;pýenesenØ;§;null
4442;choœ;zý¡¡dka;§;null
4442;drah  poloviŸka;§ertovnØ;pý¡d+§ zdrob;null
4443;§ena;;§;null
4444;§ena v dom cnosti;;§+pýedl+§;null
4445;§ena v dom cnosti;;§+pýedl+§;null
4446;zasnouben  §ena;;pý¡d+§;null
4447;§ena v dom cnosti;;§+pýedl+§;null
4448;neprovdan  §ena, svobodn  §ena;pr vnicky;pý¡d+§;null
4449;dospØl  §ena;;;null
4450;poctiv  §ena;;;null
4451;§¡t jako mu§ a §ena;;;null
4452;nepý¡liç atraktivn¡ §ena;;;null
4453;dobýe;;pý¡sl;null
4454;dobýe;;pý¡sl;null
4454;hladce;bez probl‚mu;pý¡sl;null
4454;jako po m sle;pýenesenØ;sp+pýedl+s;null
4455;dobýe;zn t nØkoho;pý¡sl;null
4456;dobýe;zdrav¡;pý¡sl;null
4457;dobýe;;pý¡sl;null
4457;v poý dku;zdrav¡;pýedl+m;null
4458;dobýe;;pý¡d;null
4459;dobýe;;zvol;null
4459;oukej;;zvol;null
4460;dobýe;souhlas;pý¡sl;null
4460;tak jo;souhlas;pý¡sl+Ÿ st;null
4461;dobýe, spr vnØ;;pý¡d;null
4462;bude lepç¡;rada;ned+pý¡d;null
4462;mØl bys;rada;min+Ÿ st;null
4462;bylo by dobr‚;;min+Ÿ st+pý¡d;null
4463;dobýe, fajn;;pý¡sl;null
4463;v poý dku;;pýedl+m;null
4464;dobýe, fajn;zdrav¡, pocity;pý¡sl;null
4465;dobr‚ r no;;pý¡d+s;null
4465;dobr‚ jitro;form lnØji;pý¡d+s;null
4466;OK, fajn, dobýe;;cit;null
4467;dobrì, ostrì;zrak;pý¡d;null
4467;dobýe, ostýe;vidØt;pý¡sl;null
4468;nesednout;z por, hovorovØ;4p dok;null
4468;podr §dit;;4p dok;null
4468;nedØlat dobýe;;ned+pý¡sl;null
4469;nepov‚st se, nezdaýit se, nepodaýit se;to go awry;dok;null
4469;nej¡t dobýe;to go awry;ned+pý¡sl;null
4470;vyvinut , obdaýen ;§ensk‚ tØlo;pý¡d;null
4470;dobýe stavØnì;§ensk‚ tØlo;pý¡sl+pý¡d;null
4471;fajn, dobýe, prima;m¡t se;pý¡sl;null
4472;prosp¡vat;;ned;null
4472;daýit se dobýe;;3p ned+pý¡sl;null
4473;prosperovat, vzkv‚tat;;ned;null
4473;daýit se dobýe;;3p ned+pý¡sl;null
4474;dobýe stavØn ;§ena;pý¡sl+pý¡d;null
4475;dobýe se prod vaj¡c¡;;pý¡sl+pý¡Ÿ ned;null
4476;dobr‚ znamen¡;;pý¡d+s;null
4477;dobr‚ zp…soby, dobr‚ mravy;;pý¡d+m mn;null
4477;dek¢rum;zý¡dka, Ÿasto ironicky;s;null
4478;dobýe stavØnì, pØknØ tvarovanì;;pý¡sl+pý¡d;null
4479;m¡t dobrou n ladu;;;null
4479;bìt dobýe naladØn;;;null
4480;dobýe se s n¡m vych z¡;;;null
4481;vych zet dobýe;;;null
4482;dobýe ti tak;;;null
4482;to ti patý¡;;;null
4483;dobr‚ za ty pen¡ze;;;null
4484;bìt pýijat dobýe;;;null
4485;dobrì den;;;null
4485;dobr‚ odpoledne;;;null
4486;dobr‚ chov n¡;;;null
4487;v dobr‚ v¡ýe;;;null
4488;dobr‚ jm‚no;;;null
4489;star‚ dobr‚ Ÿasy;;;null
4490;dobr‚ vyhl¡dky;;;null
4491;dobr‚ Ÿasy;;;null
4492;dobr‚ jm‚no;firmy;;null
4493;dobýe se vyznat v;;6p;null
4494;vçude dobýe, doma nejl‚pe;;;null
4495;v dobr‚ n ladØ;;;null
4495;ve formØ;;;null
4496;vØdØt zatracenØ dobýe;;4p;null
4497;vØdØt a§ pý¡liç dobýe;;4p;null
4498;m¡t se dobýe;;;null
4498;bavit se dobýe;;;null
4499;myslet to dobýe;;;null
4500;dobýe vystihnout;;4p;null
4500;pravdivØ vystihnout;;4p;null
4501;nem¡t r d;;4p;null
4501;nepýijmout dobýe;;4p;null
4501;nekvitovat s povdØkem;;4p;null
4502;dopadnout dobýe;;;null
4502;pov‚st se;;;null
4503;zat¡m dobr‚;;;null
4504;m¡t velmi dobr‚ m¡nØn¡ o;;6p;null
4505;m¡t dobr‚ m¡nØn¡ o;;6p;null
4506;dobýe mu tak;;;null
4507;dopadnout dobýe;;;null
4508;velmi dobýe;;;null
4509;dost dobýe;;;null
4510;probl‚m;;m;null
4510;ot zka, problematika;t‚ma;§;null
4511;probl‚m;;m;null
4511;pot¡§;;§;null
4511;trable;hovorovØ;m mn;null
4512;probl‚m;t‚ma;m;null
4513;probl‚m;matematika;m;null
4514;ot zka, z le§itost;probl‚m;§;null
4514;probl‚m;;m;null
4515;d¡t se;;ned;null
4515;probl‚m;;m;null
4516;probl‚m;;m;null
4516;pot¡§;;§;null
4517;sv¡zel, mrzutost;;§;null
4517;probl‚m;;m;null
4518;pýek §ka;;§;null
4518;probl‚m;pýek §ka;m;null
4519;probl‚m;;;null
4520;h Ÿek, z drhel, probl‚m;probl‚m;m;null
4521;z drhel, probl‚m;;m;null
4522;oý¡çek;probl‚m;m zdrob;null
4522;zapeklitì probl‚m;;pý¡d+m;null
4522;nesnadn  ot zka;;pý¡d+§;null
4523;§ dnì velkì probl‚m;;;null
4524;a to je pr vØ ten probl‚m s;;7p;null
4525;uv‚st;do m¡stnosti apod.;4p dok;null
4525;uv dØt;do m¡stnosti apod.;4p ned;null
4526;inaugurovat;;4p dok;null
4526;uv‚st;do £ýadu;4p dok;null
4527;zm¡nit, uv‚st;;4p dok;null
4527;zmiåovat, uv dØt, jmenovat;;4p ned;null
4528;d t, uv‚st;;4p dok;null
4528;d vat, uv dØt;;4p ned;null
4529;uv‚st, zveýejnit, pýedstavit;film;4p dok;null
4529;uv dØt, zveýejåovat, pýedstavovat;;4p dok;null
4530;nab¡dnout, uv‚st;;4p dok;null
4530;nab¡zet, uv dØt, prod vat;;m;null
4531;citovat;opakovat tat § slova;4p ned;null
4531;ocitovat, odcitovat;;4p dok;null
4531;uv‚st citaci;;2p dok;null
4531;uv dØt citace;;2p ned;null
4532;udat, uv‚st, nab¡dnout;udat cenu;4p dok;null
4532;stanovit, urŸit, urŸit si;z vaznØ;4p dok;null
4532;ud vat, uv dØt;;4p ned;null
4532;urŸovat, urŸovat si, stanovovat;z vaznØ;4p ned;null
4533;uv‚st do transu;;4p dok+pýedl+m;null
4534;uv‚st v omyl;;4p dok+pýedl+m;null
4534;uv dØt v omyl;;4p ned+pýedl+m;null
4534;oklamat;;4p dok;null
4534;klamat;;4p ned;null
4535;uv‚st, odv‚st, zav‚st;;4p dok;null
4535;uv dØt, odv dØt, zav dØt;;4p ned;null
4536;zav‚st, uv‚st, zah jit;princip apod.;4p dok;null
4536;zav dØt, uv dØt;princip apod.;4p ned;null
4537;uv‚st do pohotovosti;arm du;dok+pýedl+§;null
4538;uv‚st, ustavit;;4p dok;null
4539;uv‚st do praxe;;4p;null
4540;uv‚st na trh;;4p;null
4541;uv‚st do trapn‚ situace;;4p;null
4542;uv‚st do trapn‚ situace;;4p;null
4543;uv‚st do praxe;;4p;null
4544;uv‚st, zav‚st;;4p;null
4545;uv‚st do pohybu;;4p;null
4546;dlouho;how much time;pý¡sl;null
4546;Ÿas;;m;null
4547;Ÿas;;m;null
4548;Ÿas;vyhrazenì v programu;m;null
4549;Ÿas;gramatika;m;null
4550;minulì Ÿas;;pý¡d+m;null
4551;pý¡tomnì Ÿas;gramaticky;pý¡d+m;null
4552;volnì Ÿas;;pý¡d+m;null
4553;prodlou§en¡, nastaven¡;sport;s;null
4553;nastavenì Ÿas;sport;pý¡d+m;null
4554;imperfektum;gramatika;m;null
4554;minulì Ÿas pr…bØhovì;rom nsk‚ jazyky apod.;pý¡d+m+pý¡d;null
4555;pr…bØhovì Ÿas;gramatika;pý¡d+m;null
4556;odlo§it;sdØlen¡ sv‚ho n zoru;4p dok;null
4556;nechat si Ÿas na rozmyçlenou;nesdØlit sv…j n zor hned;;null
4557;Ÿas na span¡;;m+pýedl+s;null
4558;Ÿas na span¡;;m+pýedl+s;null
4559;Ÿas na obØd;;m+pýedl+m;null
4559;Ÿas obØda;;m+m;null
4560;Ÿas na obØd;;m+pýedl+m;null
4560;Ÿas obØda;;m+m;null
4561;reklama;v r diu, TV;§;null
4561;reklamn¡ Ÿas;pý¡d+m;pý¡d+;null
4562;nØkdy, obŸas;;;null
4562;Ÿas od Ÿasu;;;null
4563;hr t o Ÿas;;;null
4564;naj¡t si Ÿas na;;4p;null
4564;vyçetýit si Ÿas na;;4p;null
4565;volnì Ÿas;;;null
4566;greenwichskì Ÿas;;;null
4567;zab¡jet Ÿas;;;null
4568;m¡stn¡ Ÿas;;;null
4569;neztr cet Ÿas;;;null
4570;ztr cet Ÿas;;;null
4571;vyu§¡t Ÿas efektivnØ;;;null
4572;udØlat si Ÿas na;;4p;null
4573;st t se obt¡§nìm;;;null
4573;neodej¡t v Ÿas;;;null
4573;nebìt u§ v¡tanì;;;null
4574;nejlukrativnØjç¡ vys¡lac¡ Ÿas;televize;;null
4574;hlavn¡ vys¡lac¡ Ÿas;;;null
4575;naj¡t si Ÿas na;plnì term¡novì kalend ý;4p;null
4576;Ÿas let¡;;;null
4576;Ÿas bØ§¡;;;null
4577;Ÿas jsou pen¡ze;;;null
4578;vidØt;;4p ned;null
4578;spatýit;n hle uvidØt;4p dok;null
4579;vidØt;hodnotit;4p ned;null
4580;vidØt;;4p ned;null
4580;zhl‚dnout;vìstavu apod.;4p dok;null
4581;vidØt;m¡t vìhled;4p;null
4581;d¡vat se na;;4p;null
4582;posuzovat, vidØt;;4p ned;null
4582;pokl dat, pova§ovat;;4p dok;null
4582;pohl¡§et na, nahl¡§et na;;4p ned;null
4583;zjevnì;;pý¡sl;null
4583;bìt vidØt;;ned+ned;null
4584;vidØt na vlastn¡ oŸi;;4p;null
4584;bìt svØdkem;;2p ned m;null
4585;vidØt svØtlo v tunelu;;;null
4586;vidØt zdvojenØ;;;null
4587;vidØt rudØ;;4p;null
4588;vidØt v nov‚m svØtle;;4p;null
4589;vidØt na vlastn¡ oŸi;;;null
4590;oba;mu§skì rod;z jm;null
4590;obØ;§enskì rod;z jm;null
4590;obØ;stýedn¡ rod;z jm;null
4591;oba;;z jm;null
4592;oba;;z jm;null
4593;§ dnì;;pý¡d;null
4594;kterìkoli, kterìkoliv;libovolnì ze dvou;z jm;null
4594;§ dnì;v z poru: § dnì ze dvou;z jm;null
4594;ani jeden;v z poru: § dnì ze dvou;Ÿ st+Ÿ¡sl;null
4595;§ dnì;ze dvou;pý¡d;null
4596;nikdo;;z jm;null
4596;§ dnì;;pý¡d;null
4596;ani jeden;;Ÿ st+Ÿ¡sl;null
4597;§ dnì;;pý¡d;null
4598;nula;;Ÿ¡sl;null
4598;§ dnì;;pý¡d;null
4599;nem¡t § dnì pl n;;;null
4600;nebìt § dnì blbec;;;null
4600;nebìt nikomu za blbce;;;null
4601;§ dnì velkì probl‚m;;;null
4602;nØco;jedna vØc;z jm;null
4602;cosi;expresivnØji;z jm;null
4603;nØco;jak koli vØc;z jm;null
4604;vadit;;3p ned;null
4604;m¡t nØco proti;;3p ned+z jm+pýedl;null
4605;spojitost;;§;null
4605;vztah, pomØr;;m;null
4605;nØco spoleŸn‚ho;;z jm+pý¡d;null
4606;nØco za nØco;;z jm+pýedl+z jm;null
4606;kompromis;;m;null
4607;nemotornØ se sna§it nØco ý¡ci;;;null
4607;hledat slova;;dok+s mn;null
4608;nØco jako;;;null
4608;nic jako;z porn‚ vØty;;null
4609;m¡t nØco s;sexu lnØ;7p;null
4610;komentovat;;4p;null
4610;ý¡ci nØco k;;3p;null
4611;rozhodnout se nØco udØlat;;4p;null
4612;sotva nØco;;;null
4613;m¡t ponØt¡ o;;6p;null
4613;vØdØt nØco m lo o;;6p;null
4614;m¡t nØco lepç¡ho na pr ci;;;null
4615;m¡t nØco za zl‚;;3p;null
4615;chovat z çœ k;;3p;null
4616;r j pro;;4p;null
4616;nØco pro;;4p;null
4617;zkr tka nØco udØlat;;;null
4618;nØco jako;;;null
4618;nØco, co se podob ;;3p;null
4619;nØco hrozn‚ho;;;null
4620;nØco jin‚ho;;;null
4621;nØco hrozn‚ho;;;null
4622;cht¡t nØco na opl tku;;;null
4623;velmi, velice;;pý¡sl;null
4624;opravdu, velice, velmi;;pý¡sl;null
4624;fakt;hovorovØ;pý¡sl;null
4624;pýe-;;pýedp;null
4625;velmi, opravdu;nemocnì apod.;pý¡sl;null
4626;hodnØ, znaŸnØ, velmi;;pý¡sl;null
4627;velmi listnatì;;pý¡sl+pý¡d;null
4628;vìznamnØ, velmi;;pý¡sl;null
4629;velmi, silnØ;;pý¡sl;null
4630;velmi, nesm¡rnØ, velice;;pý¡sl;null
4631;velmi m lo;;pý¡sl+pý¡sl;null
4632;velice, velmi;;pý¡s;null
4633;velmi, velice;;pý¡slo;null
4634;velmi, ohromnØ, velice;;pý¡sl;null
4635;velmi hodnØ;;;null
4636;m t hodnØ spoleŸn‚ho s;;7p;null
4636;velmi souviset s;;7p;null
4637;m¡t velmi dobr‚ m¡nØn¡ o;;6p;null
4638;velmi dobýe;;;null
4639;lze pýedej¡t;;ned+dok;null
4640;dØlat, Ÿinit, obn çet;;4p;null
4640;dosahovat;2p;;null
4640;lze pokl dat za, lze pova§ovat za;podobat se;4p;null
4640;zd  se bìt;podobat se;;null
4641;Ÿ st;;§;null
4641;souŸ stka;;§;null
4641;d¡l;;m;null
4641;d¡lek;;m zdrob;null
4642;Ÿ st;;§;null
4642;d¡l, odd¡l;;m;null
4643;Ÿ st;;§;null
4644;kus, d¡l;Ÿ st sady;m;null
4644;Ÿ st;;§;null
4645;Ÿ st;;§;null
4646;Ÿ st;;§;null
4646;pý¡loha;obŸasn ;§;null
4647;kus, d¡l;;m;null
4647;kousek, d¡lek;;m zdrob;null
4647;Ÿ st;;§;null
4648;Ÿ st;;§;null
4648;d¡l, pod¡l, kus;;m;null
4649;d¡l;nejmenç¡ mo§nì;m;null
4649;Ÿ st;nejmenç¡ mo§n ;§;null
4650;Ÿ st;;§;null
4650;segment;;m;null
4651;Ÿ st;;§;null
4652;vØtev, Ÿ st;organizaŸn¡ Ÿ st;§;null
4652;poboŸka;;§;null
4653;Ÿelo;;m;null
4653;pýedn¡ Ÿ st;;pý¡d+§;null
4653;vpýedu;;pý¡sl;null
4654;pýedn¡ Ÿ st;;pý¡d+§;null
4654;pýedek;hovorovØ;m;null
4655;podstatn  Ÿ st;;pý¡d+§;null
4655;vØtçina;;§;null
4656;z vØr;konec;m;null
4656;z vØreŸn  Ÿ st;;pý¡d+§;null
4657;souŸ st, Ÿ st;;§;null
4657;prvek;;m;null
4658;obvod;;m;null
4658;mØstskì obvod, spr vn¡ obvod;form lnØ;pý¡d+m;null
4658;mØstsk  Ÿ st;form lnØ;pý¡d+§;null
4659;pýedn¡ Ÿ st;;pý¡d+§;null
4660;modul, Ÿ st;;m;null
4661;£ryvek;hudby;m;null
4661;Ÿ st, pas §;hudby;§;null
4662;£ryvek;textu;m;null
4662;Ÿ st, pas §;textu;§;null
4663;zadn¡ Ÿ st;;pý¡d+§;null
4663;zadek;;m;null
4664;zadn¡ Ÿ st;;pý¡d+§;null
4664;zadek;;m;null
4665;epizoda, Ÿ st;;m;null
4665;pokraŸov n¡;;s;null
4666;d¡l;seri lu;m;null
4666;Ÿ st, epizoda;seri lu;§;null
4667;d¡l;;m;null
4667;Ÿ st, epizoda;;§;null
4668;Ÿ st, d¡l;;m;null
4669;pýidØlen  Ÿ st, pýeveden  Ÿ st;;pý¡d+§;null
4670;okrajov  Ÿ st mØsta;;pý¡d+§+s;null
4671;zadn¡ Ÿ st;;pý¡d+§;null
4672;spodn¡ Ÿ st;;pý¡d+m;null
4673;z kon;obecnØ, v jedn. Ÿ¡sle;m;null
4673;z kon;konkr‚tn¡ norma;m;null
4674;z kon;pý¡rodn¡ vØdy;m;null
4675;z kon;Ÿ sti Bible;m;null
4676;z kon;;m;null
4677;z kon;obecnØ;;null
4678;pravidlo, naý¡zen¡;z kon;s;null
4678;pýedpis, z kon;;m;null
4678;smØrnice;;§;null
4678;norma, regule;;§;null
4679;postavit mimo z kon;;4p dok+pýedl+m;null
4680;postavit mimo z kon;;4p dok+pýedl+m;null
4681;z kon velkìch Ÿ¡sel;;;null
4682;nØjak‚;n¡zkì poŸet;z jm;null
4682;nØkolik, p r;;2p Ÿ¡sl;null
4683;m lo lid¡, nØkolik lid¡;;pý¡sl+m mn;null
4684;nØkolik, p r;;Ÿ¡sl;null
4685;pýed nØkolik dny;;;null
4686;pojmenovat;;4p dok;null
4686;d t jm‚no;;3p dok+s;null
4686;ý¡kat;;3p dok;null
4687;d t jm‚no;;3p dok+s;null
4687;pojmenovat;;4p dok;null
4687;ý¡kat;;3p dok;null
4688;ý¡ci, ý¡ct;;4p dok;null
4688;ý¡kat;;4p ned;null
4689;ý¡ci, ý¡ct;;dok;null
4689;ý¡kat;;ned;null
4690;ý¡ci, ý¡ct;;4p dok;null
4690;ý¡kat;;4p ned;null
4690;pravit;kni§nØ;dok;null
4690;pravit;kni§nØ;ned;null
4691;ý¡kat;pýikazovat;4p ned;null
4691;ý¡ci, ý¡ct;;4p dok;null
4692;ý¡kat, tvrdit;uv dØt n zor;4p ned;null
4692;ý¡ci, ý¡ct;;4p dok;null
4693;vypr vØt, ý¡kat;vtipy;4p ned;null
4693;ý¡ci;;4p dok;null
4694;ý¡kat si o;kritiku, probl‚my;4p ned;null
4694;ý¡ci si o;kritiku, probl‚my;4p dok;null
4695;ý¡kat unisono;;4p ned+pý¡sl;null
4696;sdØlit, ý¡ci;podØlit se o znalost;4p dok;null
4696;sdØlovat, ý¡kat;dØlit se o znalost;4p ned;null
4697;vy§adovat pozornost;;;null
4697;ý¡kat si o pozornost;;;null
4698;ý¡kat si o kritiku;;;null
4699;procento;;s;null
4699;pod¡l;procento;m;null
4700;procento;;s;null
4701;procento;;s;null
4702;pod¡l;;m;null
4702;procento;;s;null
4703;milion;1 000 000;Ÿ¡sl;null
4704;nakazit se;;7p dok;null
4704;dostat;chýipku;4p dok;null
4704;chytit;hovorovØ: nemoc;4p dok;null
4705;dostat;informaci: z nØkoho;4p dok;null
4705;vyrazit;hovorovØ;4p dok;null
4706;dostat;informaci;4p dok;null
4706;vyrazit;hovorovØ;4p dok;null
4707;splnit;slib;4p dok;null
4707;plnit;slib;4p ned;null
4707;dost t;slibu;3p dok;null
4708;dost t;;3p ned;null
4709;dost t;oŸek v n¡m;3p;null
4710;dostat se k;m¡t pý¡le§itost nØco dØlat;3p dok;null
4710;nedat se, nej¡t;;ned;null
4711;dorazit do, dospØt do, dostat se do;;2p dok;null
4711;do-;;pýedp;null
4712;obdr§et, dostat;;4p dok;null
4713;dostat, obdr§et;;4p dok;null
4713;dost vat;;4p ned;null
4714;dostat, obdr§et;d rek;4p dok;null
4714;dost vat;;4p ned;null
4715;z¡skat, dostat;;4p dok;null
4715;obdr§et;form lnØji;4p dok;null
4715;z¡sk vat, dost vat;;4p ned;null
4716;proj¡t;;7p dok;null
4716;dostat se pýes;;4p dok;null
4717;pýel‚zt;;4p dok;null
4717;vyl‚zt na, vystoupit na;horu;4p dok;null
4717;dos hnout na, dostat se na;pýenesenØ;4p dok;null
4718;otevý¡t;informatika;4p dok;null
4718;dostat se k;;3p dok;null
4718;dostat se do;;3p dok;null
4719;vyhovØt, dost t;;3p dok;null
4719;splnit;;4p dok;null
4720;z¡skat zpØt, dostat nazp tek;;dok+pý¡sl;null
4721;dostat, obdr§et;;4p dok;null
4722;z¡skat zpØt, dostat zpØt;;4p dok+pý¡sl;null
4722;z¡sk vat zpØt, dost vat zpØt;;4p ned+pý¡sl;null
4723;dostat se do smyku;;dok+pýedl+m;null
4724;uv¡znout v mrtv‚m bodØ;;dok+pýedl+pý¡d+m;null
4724;dostat se do slep‚ uliŸky;;;null
4725;potlaŸit;vzpouru apod.;4p dok;null
4725;dostat pod kontrolu;oheå apod.;4p dok+pýedl+§;null
4726;proniknout na veýejnost;;dok+pýedl+§;null
4726;dostat se na veýejnost;;dok+pýedl+§;null
4726;vyj¡t najevo;;dok+pý¡sl;null
4727;dostat se zp tky na zaŸ tek;;;null
4728;pýij¡t, stavit se;k nØkomu;;null
4728;pýij¡t do m¢dy, dostat se do m¢dy;bìt m¢dn¡;;null
4729;koneŸnØ se dostat k;;3p;null
4730;dostat se do formy;;;null
4731;dostat se do rauçe;;;null
4732;dostat pod Ÿepec;;;null
4732;dostat do chomoutu;;;null
4733;dostat se k;t‚matu;3p;null
4734;dostat se;nØkam;;null
4735;dostat se;k nØŸemu;;null
4736;d t zelenou;;;null
4736;dostat zelenou;;;null
4737;dostat, co zaslou§¡;negativnØ;;null
4737;dostat, co mu patý¡;negativnØ;;null
4738;dostat, sehnat;;4p;null
4739;dostat se z, vyl¡zat se z;nemoci;2p;null
4739;zotavit se z;;2p;null
4740;d¡tØ;;s;null
4740;potomek;;m;null
4741;d¡tØ;;s;null
4741;mimino;velmi mal‚;s;null
4741;batole;1-2 roky;s;null
4741;miminko;;s zdrob;null
4742;d¡tØ;;s;null
4743;d¡tØ;;s;null
4744;d¡tØ, mimino;mal‚ d¡tØ;s;null
4744;miminko;;s zdrob;null
4745;parchant;ur §livØ;m;null
4745;neman§elsk‚ d¡tØ;pr vnicky;pý¡d+s;null
4745;levoboŸek;form lnØ, historicky;m;null
4745;bastard;zý¡dka;m;null
4746;nemluvnØ, mimino;;s;null
4746;mal‚ d¡tØ;;pý¡d+s;null
4746;dØœ tko;;s zdrob;null
4747;d¡tØ na £tØku;;s+pýedl+m;null
4748;zvØdav‚ d¡tØ;;pý¡d+s;null
4749;nezbedn‚ d¡tØ;;pý¡d+s;null
4750;d¡tØ ulice;chud‚ a zanedban‚;m+s;null
4751;z zrak, g‚nius;talentovanì ŸlovØk;m;null
4751;z zraŸn‚ d¡tØ;;pý¡d+s;null
4752;nevlastn¡ d¡tØ;;pý¡d+s;null
4753;duchovn¡ d¡tØ;;pý¡d+s;null
4754;mrtvØ narozen‚ d¡tØ;;pý¡sl+pý¡d+s;null
4755;sirotek;;m;null
4755;opuçtØn‚ d¡tØ;;pý¡d+s;null
4756;chovat se pýimØýenØ sv‚mu vØku;;;null
4756;nebìt jako d¡tØ;;;null
4756;chovat se jako dospØlì;;;null
4757;porodit d¡tØ;;;null
4758;z zraŸn‚ d¡tØ;;;null
4759;z zraŸn‚ d¡tØ;;;null
4760;mimoman§elsk‚ d¡tØ;;;null
4761;jeçtØ d¡tØ;;;null
4761;jen d¡tØ;;;null
4762;vzorn‚ d¡tØ;;;null
4763;çkoln¡ d¡tØ;;;null
4764;rozmazlen‚ d¡tØ;;;null
4765;d¡tØ ze zkumavky;;;null
4766;tam;;pý¡sl;null
4767;tam;pr vnicky, form lnØ;pý¡sl;null
4768;tam;;pý¡sl;null
4769;tam, t mhle;;pý¡sl;null
4770;pý¡le§itostnØ;;pý¡sl;null
4770;tu a tam;;pý¡sl;null
4771;tu a tam;;pý¡sl;null
