Lemma_Sense_Id;Translation_Lemma;Translation_Sense;Translation_Gram_Info;Translation_Lex_Info
5722;potkat, postihnout;něco nepříjemného;4p dok;null
5722;stát se, přihodit se;komu;3p dok;null
5723;stát se, přihodit se;;dok;null
5724;zintenzivnit se;;dok;null
5724;stát se naléhavějším;;dok+příd;null
5725;zůstávat stát;mozek;ned+ned;null
5726;přihodit se, stát se, udát se;;;null
5726;dojít k;;3p;null
5727;být mastný;;;null
5727;stát majlant;;;null
5728;stát se obtížným;;;null
5728;neodejít v čas;;;null
5728;nebýt už vítaný;;;null
5729;stát majlant;;;null
5729;stát jmění;;;null
5730;policejní stát;;;null
5731;stát v pozoru;;;null
5732;stát v cestě;;;null
5733;stát se po;časově;6p;null
5734;už;v minulosti;přísl;null
5734;již;v minulosti: knižně;přísl;null
5735;už;tehdy;přísl;null
5735;již;tehdy: knižně;přísl;null
5736;už;opak ještě ne;přísl;null
5736;již;opak ještě ne: knižně;přísl;null
5737;už;tak brzo;přísl;null
5737;již;tak brzo: knižně;přísl;null
5738;dojít;;dok;null
5738;už nemít;;4p přísl+ned;null
5739;už, již;nyní;přísl;null
5739;ještě, dosud;v záporu;přísl;null
5740;navzdory;;přísl;null
5740;ať, ať už;;část;null
5741;to už je jedno;;zvol;null
5741;tak či tak;;zvol;null
5742;už hrozně dlouho;;;null
5743;už dlouho;;;null
5744;nezáleží na tom, kdy;;;null
5744;ať už ... kdykoli;;;null
5745;nezáleží na tom, který;;;null
5745;ať už ... kterýkoli;;;null
5746;nezáleží na tom, kdo;;;null
5746;ať už ... kdokoli;;;null
5747;už nikdy;;;null
5748;stát se obtížným;;;null
5748;neodejít v čas;;;null
5748;nebýt už vítaný;;;null
5749;všechen;;zájm;null
5749;veškerý;často knižně;zájm;null
5750;-;nabídka;;null
5750;moci;nabídka;ned;null
5750;nabídka;;rád;null
5751;moci;zdvořilá žádost;ned;null
5752;moci;;ned;null
5753;schopný;schopnost;;null
5753;dokázat;schopnost;;null
5753;moci;možnost;;null
5754;moci, moct, smět;mít oprávnění;ned;null
5754;mít právo;;ned+s;null
5755;moci, moct, smět;;ned;null
5756;moci, moct;být možný;ned;null
5757;moci, moct;;ned;null
5757;mít možnost;;ned+ž;null
5757;podařit se;;dok;null
5758;umět, dovést, zvládnout;být schopen;ned;null
5758;moci, moct;;ned;null
5758;podařit se;;dok;null
5758;ne-;;předp;null
5759;moci, moct;;ned;null
5759;být oprávněn;;ned+s;null
5760;dát se srovnat s;;7p ned+dok;null
5760;snést srovnání s;;7p dok+s;null
5760;být srovnatelný s;;7p ned+příd;null
5760;moci se srovnávat s;;7p ned+ned;null
5761;nástup k moci;monarcha dpod.;m+předl+ž;null
5762;vyrovnat se;;3p ned;null
5762;moci se měřit s;;7p ned+med;null
5763;zneužití moci;;;null
5764;mít vliv na;;4p;null
5764;moci mluvit do;;2p;null
5765;dělba moci;;;null
5766;moci si vykřičet hlasivky;;;null
5767;pod mocí kouzla;;;null
5768;svůj;jeho či její;zájm;null
5768;jeho;jeho či její: obě pohlaví;zájm;null
5769;náš;;zájm;null
5769;svůj;přivlastnění původci děje;zájm;null
5770;náš;;zájm;null
5770;svůj;přivlastnění původci děje;zájm;null
5771;oddělený, vlastní;;příd;null
5771;svůj;;zájm;null
5772;tvůj;jednotné číslo neformálně;zájm;null
5772;váš;množné číslo nebo formálně;zájm;null
5772;svůj;přivlastnění původci děje;zájm;null
5773;svůj, svá, své;;zájm;null
5773;jeho;;zájm;null
5773;svá;;;null
5774;nekonvenční, svůj, osobitý;člověk;příd;null
5775;vysvětlit svůj postoj;;;null
5775;vyslovit svůj argument;;;null
5776;vyjádřit svůj názor;nemlčet;;null
5777;vyjádřit svůj názor;nemlčet;;null
5778;říci od plic svůj názor;;;null
5778;vynadat;;3p;null
5778;vyplísnit;;4p;null
5779;vyjádřit svůj názor, nemlčet;;;null
5780;mít odvahu říci svůj názor;;;null
5781;obhajovat svůj názor;;;null
5782;využít ve svůj prospěch;;2p;null
5783;rok;kalendářní;m;null
5784;rok;doba;m;null
5785;rok;;m;null
5786;první rok;nějaé činnosti;čísl+m;null
5787;přestupný rok;;;null
5788;opakovat rok;ve škole;;null
5789;tělo;anatomie;s;null
5790;mrtvola;;ž;null
5790;tělo;;s;null
5791;prodej;transakce;m;null
5791;odbyt;souhrnně;m;null
5792;prodej;;m;null
5793;prodej;v podniku;m;null
5794;prodej;celková částka;m;null
5795;prodej překupníkovi;kradené zboží;m+m;null
5796;opětovný prodej;;příd+m;null
5797;prodej domácího pečiva;;;null
5798;na prodej;;;null
5799;na prodej;;;null
5800;paralelní trh;;;null
5800;prodej prostřednictvím neautorizovaných distribučních kanálů;;;null
5801;potřeba;;ž;null
5802;potřeba;;ž;null
5803;potřeba;;ž;null
5804;naléhavá záležitost;;příd+ž;null
5804;naléhavá potřeba;;příd+ž;null
5805;schopný;schopný;příd;null
5806;schopný;schopnost;;null
5806;dokázat;schopnost;;null
5806;moci;možnost;;null
5807;schopný, zdatný;;příd;null
5808;způsobilý, schopný;;příd;null
5808;mající právo na;;4p příč ned+s;null
5809;dobrý na;výborně ovládající;4p příd;null
5809;zdatný, schopný, zběhlý;;příd;null
5810;schopný, kompetentní;;příd;null
5811;schopný, kompetentní;na konkrétní úkol;příd;null
5812;schopný udržet moč;;příd+dok+ž;null
5813;schopný, zručný;;příd;null
5814;empatický, chápavý;člověk;příd;null
5814;schopný se vcítit;člověk;příd+dok;null
5815;solventní;;příd;null
5815;schopný platit;;příd+ned;null
5816;sobota;den v týdnu;ž;null
5817;tvořit;;4p ned;null
5817;vytvořit;vyrobit;4p ned;null
5817;stvořit;přivést k existenci;4p dok;null
5817;vytvářet;vyrobit;4p ned;null
5818;vytvořit;;4p dok;null
5818;tvořit, vytvářet;;4p ned;null
5818;udělat, vyrobit;;4p dok;null
5818;dělat, vyrábět;;4p ned;null
5819;tvořit, vytvářet;;4p ned;null
5819;vytvořit;;4p dok;null
5820;tvořit, vytvářet;;4p ned;null
5820;vytvořit, utvořit;;4p dok;null
5821;vytvořit se, utvořit se;;dok;null
5821;vytvářet se, utvářet se;;ned;null
5822;vytvořit, vybudovat, vyvinout;;4p dok;null
5822;tvořit, vyvíjet;;4p ned;null
5823;vyrobit, vytvořit;;4p dok;null
5824;vytvořit, vymyslet, vymyslit;;4p dok;null
5824;vytvářet, vymýšlet;;4p ned;null
5824;razit;přeneseně;4p dok;null
5825;sepsat;;4p dok;null
5825;vytvořit seznam;;4p dok+m;null
5826;vytvořit, připravit;strategii apod.;4p dok;null
5827;vytvořit seznam;;dok+m;null
5828;směr;;m;null
5829;směr;větru;m;null
5830;kurz, kurs, směr;směr;m;null
5831;stočit;jízda autem;4p dok;null
5831;strhnout;jízda autem;4p dok;null
5831;změnit směr;prudce;dok+m;null
5832;změnit směr;;;null
5833;dveře;;ž pomn;null
5834;dveře;dveřní prostor;ž pomn;null
5835;cesta;k úspěchu;ž;null
5835;dveře;k úspěchu;ž pomn;null
5836;přicházet, blížit se;čas;ned;null
5836;klepat na dveře;přeneseně;ned+předl+ž pomn;null
5837;blížit se, přibližovat se;;ned;null
5837;klepat na dveře;přeneseně;ned+předl+ž pomn;null
5838;výklopné dveře;u auta;příd+ž pomn;null
5839;zadní dveře;auta;příd+ž;null
5840;otevřít dveře;;3p;null
5841;zavřít dveře;;;null
5842;smysl;;m;null
5843;smysl;;m;null
5844;smysl;;m;null
5845;smysl;čich, zrak apod.;m;null
5846;smysl;pro humor;m;null
5847;smysl;filozoficky;příd;null
5848;smysl;;m;null
5849;význam, smysl;;m;null
5850;význam, smysl;slova;m;null
5851;účel, smysl;důvod;m;null
5852;cíl, záměr;;m;null
5852;účel, smysl;;m;null
5853;smysl, cit;pro načasování;m;null
5854;účel, úkol, smysl;poslání;m;null
5854;záměr, úmysl;plán;m;null
5854;cíl;plánovaný výsledek;m;null
5855;vkus;;m;null
5855;smysl pro;;4p m;null
5856;cit, smysl;dovednost;m;null
5857;dávat smysl;;ned+m;null
5858;nelogický;;příd;null
5858;nedávající smysl;;příč ned+m;null
5859;intuice;;ž;null
5859;šestý smysl;obrazně;čísl+m;null
5860;nedávající smysl;něčí projev;příč ned+m;null
5861;dávat smysl, mít smysl;;;null
5861;souhlasit;součet;;null
5862;dávat smysl;;;null
5863;nedávat smysl;;;null
5864;šestý smysl;;;null
5865;nabízet;pokus prodat;4p ned;null
5865;nabídnout;;4p dok;null
5866;nabízet;obchod;4p ned;null
5866;vést;obchod;4p ned;null
5867;nabídnout;;4p dok;null
5867;nabízet;;4p ned;null
5868;nabízet;dotěrný prodavač;4p ned;null
5869;nabídnout, uvést;;4p dok;null
5869;nabízet, uvádět, prodávat;;m;null
5870;nabídnout, přihodit;aukce;4p dok;null
5870;nabízet, přihazovat;;4p ned;null
5871;nabízet se, vnucovat se;prostituce;ned;null
5872;prodávat za nižší cenu;než konkurence;ned+předl+příd+ž;null
5872;nabízet nižší cenu;než konkurence;ned+příd+ž;null
5872;podbízet se;nabízet nízké ceny;ned;null
5873;nasměrovat;;4p dok;null
5873;ukázat;;4p dok;null
5874;ukázat;prstem;4p dok;null
5874;ukazovat;;4p ned;null
5875;ukázat;;4p dok;null
5875;ukazovat;;4p ned;null
5876;ukázat;;4p dok;null
5876;ukazovat;;4p ned;null
5877;ukazovat;měření;4p ned;null
5877;ukázat;;4p dok;null
5878;ukázat;směr;4p dok;null
5878;ukazovat;;4p ned;null
5879;ukazovat;;4p ned;null
5879;ukázat;;4p dok;null
5880;ukázat;na příkladech;4p dok;null
5881;dát najevo;;4p dok+přísl;null
5881;ukázat;;4p dok;null
5882;ukázat se;;dok;null
5883;odkrýt, odhalit, ukázat;;4p dok;null
5883;odkrývat, odhalovat, ukazovat;;4p ned;null
5884;předvést, ukázat;;4p dok;null
5884;předvádět, ukazovat;;4p ned;null
5885;vytasit;rychle ukázat;4p dok;null
5885;rychle ukázat;;4p přísl+dok;null
5886;ukázat svaly;přeneseně;dok+m mn;null
5886;ukazovat svaly;přeneseně;ned+m mn;null
5887;ukazovat, ukazovat na;naznačovat;4p ned;null
5887;ukázat, ukázat na;naznačit;4p dok;null
5888;určit, ukázat, udat;příčinu;4p dok;null
5888;přesně označit, přesně stanovit;příčinu;4p přísl+dok;null
5889;určit, ukázat, udat;místo;4p dok;null
5889;přesně označit, přesně stanovit;místo;4p přísl+dok;null
5890;odhalit, předvést, ukázat;poprvé ukázat;4p dok;null
5890;odhalovat, předvádět, ukazovat;poprvé ukázat;4p ned;null
5891;ukázat na příkladě, předvést na příkladě;;4p dok+předl+m;null
5891;demonstrovat na příkladě;;4p dok+předl+m;null
5892;ukazovat, prozrazovat;;4p ned;null
5892;ukázat, prozradit;;4p ned;null
5893;zbavit pozlátka;přemrštěnou reklamu apod.;4p dok+s;null
5893;ukázat pravou podstatu;přemrštěné reklamy apod.;4p dok+příd+ž;null
5894;projevit, ukázat;;4p dok;null
5895;ukázat mu;;4p;null
5895;předvést mu;;4p;null
5896;objevit se, ukázat se;;;null
5897;ukázat, kdo je tady šéf;;;null
5898;ukázat cestu;;3p;null
5899;přijít, ukázat se;;;null
5900;ukázat se;;;null
5900;předvést se;;;null
5901;speciálně;;přísl;null
5901;zejména, hlavně;;přísl;null
5902;hlavně, převážně, především, zejména;;přísl;null
5903;hlavně, především, zejména;;přísl;null
5904;v první řadě;;předl+čísl+ž;null
5904;hlavně, zejména;;přísl;null
5905;zejména, hlavně, obzvlášť;;přísl;null
5906;hlavně, především, zejména;;přísl;null
5906;v první řadě, v prvé řadě;;předl+příd+ž;null
5907;hlavně, zejména;;přís;null
5908;ale hlavně;;;null
5908;ale v podstatě;;;null
5909;hlavně, zejména;;;null
5910;zahraničí;;s;null
5910;cizina;;ž;null
5911;v zahraničí;;předl+s;null
5912;do zahraničí;kam;předl+s;null
5912;do ciziny;kam;předl+ž;null
5912;v zahraničí;kde;předl+s;null
5912;v cizině;kde;předl+ž;null
5913;žijící v zahraničí;;příd+předl+s;null
5914;jet do zahraničí;;;null
5915;Pavel;;m;null
5916;Pavel;Bible;m;null
5917;pracovník;zodpovědný na něco;m;null
5918;zaměstnanec, pracovník;muž;m;null
5918;zaměstnankyně, pracovnice;žena;ž;null
5919;řídicí pracovník;;příd+m;null
5920;charitativní pracovník;dělající sbírku;příd+m;null
5921;pracovník dělající pohovor;při nástupu do práce;m+příč ned+m;null
5922;cítit;dotek;4p ned;null
5922;ucítit;;4p dok;null
5923;cítit;ne dotekem;4p ned;null
5923;rozpoznat;;4p dok;null
5924;cítit;čich;4p ned;null
5925;ucítit;;4p dok;null
5925;cítit;;4p ned;null
5926;cítit;rozeznat;4p ned;null
5926;ucítit;;4p dok;null
5927;připadat si jako, cítit se jako;sebehodnocení;ned+sp;null
5927;připadat si;;ned;null
5928;vycítit, vytušit;;4p dok;null
5928;cítit, pociťovat, tušit;;4p ned;null
5929;ucítit, zvětřit, vytušit;přeneseně;4p dok;null
5929;cítit, větřit, tušit;přeneseně;4p ned;null
5930;cítit s;;7p ned;null
5930;vcítit se do;;2p dok;null
5931;cítit se nepatřičně;;ned+přísl;null
5931;nehodit se na;;7p ned;null
5931;minout se povoláním;;dok+s;null
5932;nesnášet;někoho;4p ned;null
5932;cítit odpor k;někoho;3p ned+m;null
5933;nesnášet;něco;4p ned;null
5933;cítit odpor k;něco;3p ned+m;null
5934;cítit sounáležitost s;;7p;null
5934;identifikovat se s;;7p;null
5935;postup;metoda;m;null
5935;proces;;m;null
5936;postup;;m;null
5936;procedura;;ž;null
5937;postup;;m;null
5938;procedura;programování;ž;null
5938;postup;programování;m;null
5939;povýšení;v kariéře;s;null
5939;postup;v kariéře;m;null
5940;technika;způsob provedení;ž;null
5940;postup;;m;null
5941;postup;na vyšší úroveň;m;null
5941;povýšení;na vyšší úroveň;s;null
5942;průběh;záznam akcí;m;null
5942;postup;záznam akcí;m;null
5943;postup;v organizaci;m;null
5943;povýšení;v organizaci;s;null
5944;postup;dopředu;m;null
5945;zvyk, postup;;m;null
5946;způsob, postup;;m;null
5946;metoda;;ž;null
5947;postup, proces;sled kroků;m;null
5947;procedura;sled kroků;ž;null
5948;pokrok, rozvoj, postup;k cíli;m;null
5949;obvyklý postup;;příd+m;null
5950;postup, pokrok;při práci;m;null
5951;mechanismus, postup;;m;null
5952;postup, vývoj;;m;null
5953;neefektivní postup;;příd+m;null
5954;zákrok proti;policejní;3p m;null
5954;zátah na;;4p m;null
5954;přísný postup proti;;3p příd+m;null
5955;násilný postup;;;null
5956;těžký;;příd;null
5957;těžký;hluchota;příd;null
5958;těžký;hmotnost;příd;null
5959;těžký;váha;příd;null
5960;těžký, obtížný;;příd;null
5960;náročný;intelektuálně;příd;null
5961;těžký, obtížný;;příd;null
5961;nesnadný;;příd;null
5962;vydatný, těžký, hutný;chutný, ale nezdravý;příd;null
5962;výrazný;chuťově;příd;null
5963;těžký, obtížný;;příd;null
5964;těžký zločin;;příd+m;null
5965;složitý, těžký, obtížný;;příd;null
5965;ošidný, komplikovaný;;příd;null
5966;složitý, těžký, obtížný;proces;příd;null
5966;ošidný, komplikovaný;proces;příd;null
5967;namáhavý, těžký, vysilující;;příd;null
5968;složitý, ožehavý, těžký;;příd;null
5969;obtížný, složitý, těžký;;příd;null
5970;obtížný, těžký;;příd;null
5971;těžký hřích;;;null
5972;těžký život;;;null
5973;majetek;;m;null
5973;jmění;zastarávající;s;null
5973;aktivum;účetnictví;s;null
5974;majetek;;m;null
5974;vlastnictví;;s;null
5975;vlastnictví;;s;null
5975;majetek;;m;null
5976;peníze;;ž pomn;null
5976;bohatství;;s;null
5976;majetek;;m;null
5977;majetek;;m;null
5977;panství;;s;null
5978;majetek;;m;null
5978;vlastnictví;;s;null
5979;majetek;;m;null
5979;vlastnictví;;s;null
5980;mít hodnotu;firma;ned+ž;null
5980;mít majetek v hodnotě;člověk;ned+m+předl+ž;null
5980;mít jmění v hodnotě;člověk;ned+s+předl+ž;null
5981;pronajatý dům;;příd+m;null
5981;pronajatá půda;;příd+ž;null
5981;pronajatý majetek;;příd+m;null
5982;až, jakmile;;sp;null
5982;poté, co;;přísl+sp;null
5983;pak, potom, poté;následnost;přísl;null
5984;poté, nato, potom;;přísl;null
5984;následně;jako další krok;přísl;null
5985;potom, poté, nato;;přísl;null
5986;poté, nato;;přísl;null
5987;poté, potom, nato;;přísl;null
5988;poté, potom, nato;;přísl;null
5989;nato, poté;;přísl;null
5990;po chvíli;;;null
5990;chvíli poté;;;null
5991;potom, poté, pak;;;null
5992;z;odkud;2p předl;null
5992;mimo;kam;4p předl;null
5993;mimo;ne uvnitř, ne s;předl;null
5993;stranou;;přísl;null
5993;odděleně;;přísl;null
5994;mimo, pryč;z práce;přísl;null
5994;volno;;s;null
5995;v bezpečí, mimo nebezpečí;;předl+s;null
5996;navíc, nadto;;přísl;null
5996;kromě toho, mimo to;;předl+zájm;null
5996;a co více, a co víc;;přísl;null
5997;cizí;ne zdejší;příd;null
5997;stojící mimo;;příd+přísl;null
5998;postavit mimo zákon;;4p dok+předl+m;null
5999;postavit mimo zákon;;4p dok+předl+m;null
6000;nade vší pochybnost;;;null
6000;mimo jakoukoli pochybnost;;;null
6001;nedosažitelný;;;null
6001;mimo dosah;;;null
6002;mimo tóninu;;;null
6003;mimo kontrolu;;;null
6004;mimo kontrolu;;;null
6005;pomoci;;dok;null
6006;umožnit;;4p dok;null
6006;pomocí;;ž;null
6007;pomocí;;2p ž;null
6007;prostřednictvím;;2p s;null
6008;pomocí;;2p;null
6008;s pomocí, s použitím;;2p;null
6009;pomoci;ve zlých dobách;3p;null
6009;postavit se za;ve zlých dobách;4p;null
6010;pomoci;ve zlých dobách;3p;null
6010;postavit se za;ve zlých dobách;4p;null
6011;pomoci, pomoct;;3p dok;null
6011;pomáhat;;3p ned;null
6011;být nápomocen;;3p ned+příd;null
6012;pomoci, pomoct;někdo, kdo pomohl;3p dok;null
6013;pomoci, pomoct;;3p dok;null
6013;pomáhat;;3p ned;null
6014;prospívat, pomáhat;sloužit;2p ned;null
6014;prospět, pomoci, pomoct;;2p dok;null
6015;pomoci, pomoct, napomoci;;3p dok;null
6015;pomáhat;;3p ned;null
6015;uspíšit, urychlit;;4p dok;null
6016;čímž, nímž;;zájm;null
6016;pomocí něhož;;ž+zájm;null
6017;pomoci, pomoct;;3p dok;null
6017;pomáhat;;3p ned;null
6018;pomáhat, vypomáhat;;ned;null
6018;pomoci, pomoct;;dok;null
6018;vypomoci, vypomoct;;dok;null
6019;pomáhat, vypomáhat;;3p ned;null
6019;pomoci, pomoct;;3p dok;null
6019;vypomoci, vypomoct;;3p dok;null
6020;díky;;3p předl;null
6020;-;;7p;null
6020;prostřednictvím, pomocí;;2p s;null
6021;pomoci na svět;přeneseně: podílet se na;3p dok+předl+m;null
6021;podílet se na;vzniku něčeho;4p ned;null
6022;pomocí pokusu a omylu;;ž+m+sp+m;null
6023;rybařit pomocí vlečné sítě;;;null
6024;s pomocí;člověk;předl+ž;null
6025;s pomocí;proces;předl+ž;null
6026;s pomocí;;2p předl+ž;null
6027;sám;;příd;null
6027;bez pomoci;;předl+ž;null
6028;bez pomoci;;předl+ž;null
6029;nemoci si pomoci, ale;;;null
6030;pomoci, vypomoci;;3p;null
6031;pomoci zabydlet se;;3p;null
6032;mučení pomocí vody;;;null
6033;otevřít;dveře;4p dok;null
6033;otevírat, otvírat;;4p ned;null
6033;odemykat;klíčem;4p ned;null
6033;odemknout;klíčem;4p dok;null
6034;otevřít;;4p dok;null
6034;otevírat, otvírat;;4p ned;null
6035;otevřít;obálku, krabici;4p dok;null
6035;otevírat, otvírat;;4p ned;null
6036;otevřít;informatika;4p dok;null
6036;dostat se k;;3p dok;null
6036;dostat se do;;3p dok;null
6037;otevřít;;4p dok;null
6037;otevírat;;4p ned;null
6037;rozbalit;;4p dok;null
6037;roz-;;předp;null
6038;otevřít, rozevřít;náruč;4p dok;null
6038;otevírat, rozevírat;náruč;4p ned;null
6039;otevřít, rozložit, rozevřít;;4p dok;null
6039;otevírat, rozkládat, rozevírat;;4p ned;null
6039;roz-;;předp;null
6040;otevírat se;;ned;null
6040;otevřít se;;dok;null
6041;otevřít pusu;překvapení apod.;dok+ž;null
6042;otevřít dveře;;3p;null
6043;otevřít oči;ukázat pravdu;3p;null
6044;otevřít se;novým vlivům;3p;null
6045;otevřít zámek;paklíčem;;null
6046;významný;;příd;null
6047;velký, významný;;příd;null
6048;velký, významný, význačný;;příd;null
6049;důležitý, významný, závažný;s důsledky;příd;null
6050;důležitý, významný, závažný;hodný zaznamenání;příd;null
6051;zásadní, obrovský, velký, významný;;příd;null
6052;významný, důležitý;;příd;null
6053;vlivný, významný;mocný;příd;null
6054;méně významný;;přísl+příd;null
6054;nedůležitý;;příd;null
6055;významný, slavný;;příd;null
6056;značný, nezanedbatelný, významný;;příd;null
6057;zásadní, významný;;příd;null
6058;významný, důležitý;;příd;null
6058;bohatý, zámožný;člověk;příd;null
6059;významný, závažný;rozhodnutí;příd;null
6060;důležitý, významný, závažný;;příd;null
6061;zásadní, významný, podstatný;;příd;null
6062;významný, význačný;člověk;příd;null
6063;pozoruhodný, význačný, významný;člověk;příd;null
6064;význačný, významný, důležitý;člověk;příd;null
6065;významný, závažný;;příd;null
6066;značný, významný, podstatný;;příd;null
6067;značný, významný, podstatný;;příd;null
6068;významný, značný;;příd;null
6069;hledat;;4p dok;null
6069;pátrat po;detailnější hledání;6p ned;null
6069;shánět;hovorově;4p ned;null
6070;hledat;;4p ned;null
6070;pátrat po;;6p ned;null
6071;hledat;nerostné suroviny;4p ned;null
6071;pátrat po;nerostné suroviny;3p ned;null
6071;dělat průzkum;nerostné suroviny;ned+m;null
6072;pátrat po;;6p ned;null
6072;hledat;;4p ned;null
6073;hledat;;4p;null
6074;hledat;;4p;null
6075;hledat;;4p;null
6076;diskutovat;;ned;null
6076;hledat nápady, probírat nápady;;ned+m;null
6077;hledat pramen;proutkač;ned+m;null
6078;hledat, shánět;usilovně;4p ned;null
6079;získávat nováčky, hledat nováčky;zaměstnance;ned+m mn;null
6079;verbovat, rekrutovat;zaměstnance;4p ned;null
6079;naverbovat;zaměstnance;4p dok;null
6080;nemotorně se snažit něco říci;;;null
6080;hledat slova;;dok+s mn;null
6081;hledat jídlo, shánět jídlo;;ned+s;null
6082;hledat, shánět;;4p ned;null
6083;jít hledat;;;null
6084;řešit;;4p;null
6084;hledat řešení;;2p;null
6085;hledat marně;;;null
6086;hledat v sobě odvahu k;;3p;null
6087;přesto;;;null
6087;navzdory tomu;;;null
6088;stejně, přesto;;přísl;null
6088;tak jako tak;;přísl+spoj+přísl;null
6089;přesto, avšak;;přísl;null
6089;ale i tak;;sp+sp+předl;null
6089;navzdory tomu;;předl+zájm;null
6090;přesto, avšak, nicméně;;přísl;null
6091;premiér;státu;m;null
6091;předseda vlády;státu: formálně;m+ž;null
6091;ministerský předseda;státu;příd+m zdrob;null
6091;kancléř;některé země;m;null
6092;předseda vlády;;m+ž;null
6092;premiér;;m;null
6093;divák;muž;m;null
6093;divačka;žena;ž;null
6094;divák;;m;null
6095;divák;;m;null
6096;osobní;týkající se osoby;příd;null
6096;soukromý;neveřejný;příd;null
6097;osobní;neurčený veřejnosti;příd;null
6098;osobní;ne pracovní;příd;null
6098;soukromý;neveřejný;příd;null
6099;osobní oddělení, personální oddělení;formálně;příd+s;null
6099;osobní, personální;neformálně;s;null
6100;ochranka;;ž;null
6100;bodyguard;;m;null
6100;osobní strážce;;příd+m;null
6101;osobní řidič;;příd+m;null
6102;osobní prospěch;;příd+m;null
6103;uprostřed;;2p předl;null
6103;uprostřed;;přísl;null
6103;střed;;m;null
6103;centrum;městské;s;null
6104;centrum;města;s;null
6105;centrum;opak periferie;s;null
6106;centrum;dění;s;null
6107;střed;;m;null
6107;centrum;;s;null
6108;střed;města;m;null
6108;centrum;město;s;null
6109;středisko;nákupní, sportovní;s;null
6109;centrum;nákupní, sportovní;s;null
6110;středobod, střed;;m;null
6110;centrum, ohnisko;;s;null
6111;srdce, centrum;přeneseně;s;null
6112;nákupní centrum, obchodní centrum;;příd+s;null
6113;centrum dění;zájem veřejnosti;s+s;null
6114;středisko, centrum;nákupní;s;null
6115;obchodní centrum;;;null
6116;centrum města, střed města;;;null
6116;obchodní čtvrť;;;null
6117;střed města, centrum města;;;null
6118;podpora;;ž;null
6119;podpora;sociální;ž;null
6119;dávky;sociální;ž pl;null
6120;podpora;;ž;null
6121;podpora;kandidáta;ž;null
6122;podpora;technická: počítače apod.;ž;null
6123;podpora, pomoc, výpomoc;finanční;ž;null
6124;podpora, pomoc;duševní;ž;null
6125;podpora, vzpěra;proti tíži;ž;null
6125;výztuž, výztuha;od sebe;ž;null
6125;spona;k sobě;ž;null
6125;svěrka, svorka;k sobě;ž zdrob;null
6126;podpora, ochrana, záštita;;ž;null
6127;podpora, posila;ve sporu;ž;null
6128;podpora, výpomoc;peněžitá;ž;null
6129;podpora v nezaměstnanosti;;ž+předl+ž;null
6130;podpora, ochrana;;ž;null
6131;doktor;povolání i titul;m;null
6131;doktorka;povolání i titul;m;null
6131;lékař;povolání;m;null
6131;lékařka;povolání;ž;null
6132;lékař;;m;null
6133;lékař, doktor;muž;m;null
6133;lékařka, doktorka;žena;ž;null
6134;pediatr;;m;null
6134;dětský lékař;;příd+m;null
6135;dermatolog;;m;null
6135;kožní lékař;;příd+m;null
6135;kožař;hovorově;m;null
6136;rodinný lékař;;příd+m;null
6137;oční lékař;;příd+m;null
6137;oftalmolog;odborně;m;null
6137;očař;neformálně;m;null
6138;náklad;;m;null
6138;břemeno;;s;null
6139;náklad;;m;null
6139;břemeno, břímě;;s;null
6140;náklad;;m;null
6140;zboží;;s;null
6141;náklad;přepravovaný;m;null
6142;náklad;přepravovaný;m;null
6143;náklad;publikace;m;null
6144;náklad;počet výtisků;m;null
6145;náklad;;m;null
6146;náklad, výdaj;;m;null
6147;vydání;finanční náklady;s;null
6147;výdaj, náklad;finanční náklady;m;null
6148;užitečné zatížení;auta;příd+s;null
6148;užitečný náklad;auta;příd+m;null
6149;krok;;m;null
6150;krok;taneční;m;null
6151;krok;jeho zvuk;m;null
6152;dlouhý krok;;příd+m;null
6153;mílový krok;přeneseně: pokrok;příd+m;null
6154;držet krok s;vývojem;7p ned+m;null
6154;informovaný;;příd;null
6155;krok po kroku;;m+předl+m;null
6155;po krocích;;předl+m mn;null
6155;postupně;;přísl;null
6156;úkrok;;m;null
6156;krok stranou;;m+ž;null
6157;jít o krok dál;;;null
6158;držet krok s;;7p;null
6159;držet krok s;chůze;;null
6160;držet krok s;s dobou;;null
6161;udělat opatření;;;null
6161;udělat krok;první apod.;;null
6162;správná věc;;;null
6162;správný krok;;;null
6163;špatný krok, chybný krok;;;null
6164;liga;spolek;ž;null
6165;liga;úroveň kvality;ž;null
6166;liga;sport;ž;null
6167;věřit;mít víru;3p ned;null
6167;věřit v;v existenci;4p ned;null
6167;věřit na;v něco neskutečného;4p ned;null
6167;uvěřit;;3p dok;null
6168;důvěřovat, věřit;;3p ned;null
6168;uvěřit;;3p dok;null
6169;myslet si, věřit;předpokládat;3p ned;null
6170;věřit, důvěřovat;;3p ned;null
6171;věřit, důvěřovat;;3p ned;null
6171;mít důvěru v;;4p ned+ž;null
6172;věřit čemukoli, uvěřit čemukoliv;;;null
6173;věřit v;;4p;null
6174;mít tendenci věřit;;3p;null
6175;stále věřit, stále doufat;;;null
6176;upřímně věřit v;;4p;null
6177;změnit;;4p dok;null
6177;pozměnit, obměnit;částečně;4p dok;null
6177;měnit;;;null
6177;pře-;;předp;null
6178;změnit, proměnit;;4p dok;null
6178;měnit, proměňovat;;4p ned;null
6179;změnit, obměnit;;4p dok;null
6179;měnit, obměňovat;;4p ned;null
